Activity database,Activity code,Activity name,Activity unit,Activity type,Exchange database,Exchange input,Exchange amount,Exchange unit,Exchange type,Exchange uncertainty type,Exchange loc,Exchange scale,pedigree,scale without pedigree,Exchange's common name,Exchange location,Exchange category,comment
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,66729b69-c76f-43b2-bd9a-4a03c4983afd,0.000073,kilogram,biosphere,2,-9.525051117,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,Formaldehyde,,"('water',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,075e433b-4be4-448e-9510-9a5029c1ce94,0.447,cubic meter,biosphere,2,-0.629250741,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,Water,,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,66020d27-7ae4-4e59-83a3-89214b72c40a,0.08,kilogram,biosphere,2,-2.525728644,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,"Particulates, > 10 um",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,b967e1bf-f09b-4c89-8740-ace21db47bba,0.29,kilogram,biosphere,2,-2.525728644,0.714142843,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.547722558,"Particulates, > 2.5 um, and < 10um",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,e9bf9e2d-4bd1-4679-86ff-e34f6b750ea0,0.0159,kilogram,biosphere,2,-4.14143617,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,"Oils, unspecified",,"('soil', 'industrial')","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,2404b41a-2eed-4e9d-8ab6-783946fdf5d6,0,cubic meter,biosphere,2,-3.008412327,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,Water,,"('water',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,21e46cb8-6233-4c99-bac3-c41d2ab99498,0.15,kilogram,biosphere,2,-3.912023005,0.714142843,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.547722558,"Particulates, < 2.5 um",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,349b29d1-3e58-4c66-98b9-9d1a076efd2e,48.088,kilogram,biosphere,2,3.873032666,0.458911756,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.024494897,"Carbon dioxide, fossil",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,2451f9df-0596-49ec-8380-08e4ad75a153,0.00164,kilogram,biosphere,2,-6.413059037,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,"Hydrocarbons, aliphatic, alkanes, unspecified",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,693921ef-e02d-4072-add0-55aa4631b213,0.0244,kilogram,biosphere,2,-3.713172147,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,"Suspended solids, unspecified",,"('water',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,c1b91234-6f24-417b-8309-46111d09c457,0.47,kilogram,biosphere,2,-1.714798428,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,Nitrogen oxides,,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,a861cfae-a310-4e9d-b9eb-5d555c9a684c,0.15,kilogram,biosphere,2,-1.897119985,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,Formaldehyde,,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,8c52f40c-69b7-4538-8923-b371523c71f5,1.31,kilogram,biosphere,2,0.270027137,0.458911756,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.024494897,Sulfur dioxide,,"('air', 'urban air close to ground')","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,eba59fd6-f37e-41dc-9ca3-c7ea22d602c7,140.95,kilogram,biosphere,2,4.948405218,0.458911756,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.024494897,"Carbon dioxide, non-fossil",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,2cb2333c-1599-46cf-8435-3dffce627524,2.64,kilogram,biosphere,2,0.604315967,0.92736185,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.806225775,"Carbon monoxide, non-fossil",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,d3260d0e-8203-4cbb-a45a-6a13131a5108,0.36,kilogram,biosphere,2,-1.021651248,0.5,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.2,"NMVOC, non-methane volatile organic compounds, unspecified origin",,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,biosphere3,3268d8df-59cc-4740-a89f-dee8355ad7c3,0.0171,kilogram,biosphere,2,-4.068676815,0.458911756,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.024494897,Sulfur trioxide,,"('air',)","Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,e5e244e7a9963ec1bc56a7f47604383f,-3,kilogram,technosphere,0,-1,,,,"wood ash mixture, pure",RoW,,EcoSpold01Location=CH
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,8bd25100e90606fabc8b7d1b451f05db,-11.7,kilogram,technosphere,0,-1,,,,"saw dust, loose, wet, measured as dry mass",CA-QC,,estimated from the production volumes  of sawdust resulting from the sawing of softwood and hardwood; extrapolated to GLO values via the production of sawnwood (C) in Switzerland and globally based on FAOStat
Modified consequential datasets,PB_production_QC_Conseq,"particle board production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,8f2e2b162d8f63daf413c1900c771b88,-570,megajoule,technosphere,0,1,,,,"heat, district or industrial, other than natural gas",CA-QC,,Thermal efficiency referring to the LHV of the fuel input
Modified consequential datasets,Recyc_planning_Conseq,"planing, board, softwood, u=20% - modified",cubic meter,process,ecoinvent 3_5 consequential,43a2a3729cd588bfdac698cb77d88697,0.00000074,unit,technosphere,2,-14.11661565,0.659241989,"{'reliability': 2, 'completeness': 1, 'temporal correlation': 3, 'geographical correlation': 5, 'further technological correlation': 1}",0.655743852,planing mill,GLO,,data taken from ecoinvent 2.2 dataset
Modified consequential datasets,Recyc_planning_Conseq,"planing, board, softwood, u=20% - modified",cubic meter,process,ecoinvent 3_5 consequential,42e5291baa05204b5c6a000e72b1702d,19.22,kilowatt hour,technosphere,2,2.955951404,0.452327315,"{'reliability': 2, 'completeness': 1, 'temporal correlation': 3, 'geographical correlation': 5, 'further technological correlation': 1}",0.447213595,"electricity, medium voltage",CA-QC,,electricity consumed for the planing; the suction of the shavings in covered in a separate dataset; data from Swiss  industry
Modified consequential datasets,Recyc_planning_Conseq,"planing, board, softwood, u=20% - modified",cubic meter,process,Modified consequential datasets,Recyc_planning_Conseq,1,cubic meter,production,0,1,,,,"sawnwood, board, softwood, dried (u=20%), planed",CA-QC,,
Modified consequential datasets,Recyc_planning_Conseq,"planing, board, softwood, u=20% - modified",cubic meter,process,ecoinvent 3_5 consequential,dfe39ab1eabe6221e800d04001f8018a,-44.97777778,kilogram,technosphere,0,-44.97777778,,,,"shavings, softwood, loose, measured as dry mass",CA-QC,,calculated as dry mass
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,0fb270881ee457f23e75be5490935433,-0.974,kilogram,technosphere,2,-0.026343975,0.242074369,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.024494897,waste polyurethane,RoW,,No information available locally. Value taken from GLO dataset.
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,b80f21614f94ca41a01af7f660763fba,3.44E-06,unit,technosphere,2,-12.5806395,0.748331477,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.591607978,"furnace, wood chips, hardwood storage area, 300kW",GLO,,"Taken from ecoinvent 2.2 dataset “Wood chips, from industry, softwood, burned in furnace 300kW/CH”. 
Fraction is calculated per m3 of wood chips using the original dataset:
 (infrastructure (in p))//0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(infrastructure (in p))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,9f52e7df14d4ee765be1aa55b61d374a,-0.115707834,cubic meter,technosphere,2,-2.156686938,0.061846584,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 2}",0.024494897,"residual wood, dry",GLO,,EcoSpold01Location=RER
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,fbe72f6d5b115880b161f36dc93f12ce,14.85243243,megajoule,technosphere,2,2.698163652,0.04472136,"{'reliability': 1, 'completeness': 1, 'temporal correlation': 3, 'geographical correlation': 1, 'further technological correlation': 1}",0,"heat, district or industrial, other than natural gas",RoW,,It includes light fuel oil input and combustion emissions. It also includes other inputs (e.g. electricity) that are already included in this dataset.
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,42e5291baa05204b5c6a000e72b1702d,135.593385,kilowatt hour,technosphere,2,4.909660591,0.096046864,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,"electricity, medium voltage",CA-QC,,This electricity includes process and furnace utilisation
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,Modified consequential datasets,Recyc_glulam_production_conseq,1,cubic meter,production,0,1,,,,"glued laminated timber, for indoor use",CA-QC,,EcoSpold01Location=RER
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,9e74101499f9e0e9b8b9ebd6714659a6,11.17035484,kilogram,technosphere,2,2.41326338,0.096046864,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,"polyurethane, rigid foam",RoW,,Polyurethane Resin
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,Modified consequential datasets,Recyc_planning_Conseq,1.37,cubic meter,technosphere,0,1,,,,"sawnwood, board, softwood, dried (u=20%), planed",CA-QC,,
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,1beaeae7e72607ddbe595c54e0aa832f,0.1158923,kilogram,technosphere,2,-2.155093965,0.096046864,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,lubricating oil,RoW,,Hydraulic fluid + lubricants
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,84e48d5740514f1e0b3b1a40658d9940,3.33E-08,unit,technosphere,2,-17.21770844,0.669328021,"{'reliability': 4, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 4}",0.591607978,"wooden board factory, organic bonded boards",GLO,,No information available locally. Value taken from GLO dataset.
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,1ffbda940864feb25cab35aaf1bb6122,3.4275825,megajoule,technosphere,2,1.231855202,0.056568542,"{'reliability': 2, 'completeness': 1, 'temporal correlation': 3, 'geographical correlation': 1, 'further technological correlation': 1}",0.024494897,"natural gas, burned in gas motor, for storage",GLO,,Proxy for propane combustion
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,a4396269d341023c2d8ae7830d9aaba3,0.191288,kilogram,technosphere,2,-1.653975133,0.096046864,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,phenolic resin,RoW,,Phenol Resorcinol Formaldehyde Resin
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,6a7a302f1bee7e1c6210f470046fa5b5,58.53783784,megajoule,technosphere,2,4.069673346,0.04472136,"{'reliability': 1, 'completeness': 1, 'temporal correlation': 3, 'geographical correlation': 1, 'further technological correlation': 1}",0,"heat, district or industrial, natural gas",CA-QC,,It includes natural gas input and combustion emissions. It also includes other inputs (e.g. electricity) that are already included in this dataset.
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,8e6f1e4b05153981f0b591eb31142b26,-0.44,kilogram,technosphere,2,-0.820980552,0.061846584,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 2}",0.024494897,"wood ash mixture, pure",RoW,,Ash from combustion from heat production is included here.
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,ecoinvent 3_5 consequential,d5b00b225fa751a8c7f712289b560313,6.741,megajoule,technosphere,2,1.908208282,0.04472136,"{'reliability': 1, 'completeness': 1, 'temporal correlation': 3, 'geographical correlation': 1, 'further technological correlation': 1}",0,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,a861cfae-a310-4e9d-b9eb-5d555c9a684c,0.012024692,kilogram,biosphere,2,-4.420793047,0.779743548,"{'reliability': 4, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.655743852,Formaldehyde,,"('air',)","On-site process related VOCs and emissions from energy production from wood on site.
On-site process emissions taken from GLO dataset
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,aeefa758-5f4f-4bb4-a28a-4075e81f2fde,6.84E-05,kilogram,biosphere,2,-9.590447404,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Magnesium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,d761f94e-517d-41cf-89fa-17dc72f7a69b,5.70E-05,kilogram,biosphere,2,-9.772768961,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Phosphorus,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,39d1390a-ded6-41cb-a536-d47510bf2fbc,3.42E-05,kilogram,biosphere,2,-10.28359458,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Chlorine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,a5506f4b-113f-4713-95c3-c819dde6e48b,1.14E-06,kilogram,biosphere,2,-13.68479197,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Nickel,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,295060ba-3c3d-45e4-99ca-e17b1204b553,3.23E-05,kilogram,biosphere,2,-10.340753,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Manganese,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,756b1234-887b-406e-88ed-b50ba4694f09,0.004444623,kilogram,biosphere,2,-5.416060134,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Potassium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,eba59fd6-f37e-41dc-9ca3-c7ea22d602c7,19.56394069,kilogram,biosphere,2,2.973688111,0.240831892,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0,"Carbon dioxide, non-fossil",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,075e433b-4be4-448e-9510-9a5029c1ce94,0.036123147,cubic meter,biosphere,2,-3.320821415,0.068738635,"{'reliability': 3, 'completeness': 2, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 1}",0.024494897,Water,,"('air',)","Evaporated water during wood combustion. 
Calculated from the mass balance"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,1.90E-07,kilogram,biosphere,2,-15.47655144,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Arsenic,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,8e123669-94d3-41d8-9480-a79211fe7c43,4.75E-06,kilogram,biosphere,2,-12.25767561,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Lead,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,88ef28f1-cfd5-44a0-ac34-01acf2db84a0,5.70E-06,kilogram,biosphere,2,-12.07535405,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Benzene, ethyl-",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,c24f5894-f95e-4661-ba76-130397348894,1.14E-05,kilogram,biosphere,2,-11.38220687,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Bromine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,04f42988-6207-4d09-a91f-155be8d27eb0,1.37E-12,kilogram,biosphere,2,-27.31798097,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Benzene, hexachloro-",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_glulam_production_conseq,"glued laminated timber production, for indoor use - modified",cubic meter,process,biosphere3,21e46cb8-6233-4c99-bac3-c41d2ab99498,0.008737294,kilogram,biosphere,2,-4.74015476,0.421900462,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.346410162,"Particulates, < 2.5 um",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
